,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,24.44660692642973,23.07491663601671,21.924770615935103,21.116617737576426,20.316511648977652,19.658100263449725,18.974916636014505,18.37221296325243,17.761299323206725,17.175356131294905,16.574040871846506,15.997764073504204,15.391544701618042,14.804609443257108,14.177650205103062,13.570922355024075,12.922900736361594,12.285958802548636,11.591446042112358,10.875655669883123,10.116637231254847,9.348262125321599,8.497169492844272,7.64192741097019,6.673565593513258,5.66441847354565,4.531327914083854,3.3890494223715035,2.0557024147308964,0.7161558157502982,-0.7367299209692924,-2.066840817035445,-3.3886142983955194,-4.5450109642116,-5.667767551418114,-6.656562539800895,-7.63324376617763,-8.495252997832926,-9.344001365323999,-10.106031942164073,-10.872255519488926,-11.566296934280405,-12.26713525088922,-12.92106645453495,-13.571982513715493,-14.180150779180895,-14.81011020943408,-15.399478106278393,-15.989868537304593,-16.575680253049295,-17.181267004531424,-17.75941833870106,-18.375142442284204,-18.987751109874953,-19.659713140710252,-20.324610677974597,-21.103094402746688,-21.942979046814628,-23.123314543607638,-24.396646249093436
1,24.198866788702166,22.830065925194916,21.665075598063744,20.86419908775969,20.08119798371972,19.4215735272536,18.749192222834555,18.142917236808895,17.521198839271733,16.936875205894186,16.335481750936975,15.754968491043842,15.156679288218445,14.574278726131745,13.947585368282184,13.3410246279443,12.684472433524581,12.042873573710413,11.340292700303964,10.65880053199804,9.89224328445885,9.139744300477116,8.28920686924996,7.426099156636862,6.474313395231127,5.492800453484437,4.368978383889458,3.2602281044133994,1.9684950163214296,0.6701069832088047,-0.6954725003767753,-1.9959918584534877,-3.261761973447899,-4.396468880621731,-5.487701218231265,-6.46734524923877,-7.419352030640885,-8.282733923215213,-9.099458685332396,-9.87769531515084,-10.633052110480211,-11.331049975151583,-12.03605823670603,-12.675448961421026,-13.335239226434554,-13.955936312714682,-14.571262778914889,-15.156576444914108,-15.754731559925558,-16.339636345601605,-16.933124221332662,-17.527443745480255,-18.141679874306156,-18.74446599206438,-19.421809222306223,-20.0933488497643,-20.87952325033549,-21.69251229419519,-22.861357002822533,-24.161597815283514
2,23.971860700667666,22.605050645908392,21.467629130566703,20.656767391703276,19.853825081987534,19.183982740893722,18.514823837334593,17.92476776685883,17.287460643013954,16.721523204079226,16.118723909873086,15.548993972629795,14.930203903535533,14.351383299934668,13.729287191930005,13.125539193950445,12.465401095137448,11.83087306473892,11.133907552921668,10.444576727669308,9.683032105682072,8.92000759462551,8.084138344195464,7.238639570521746,6.289856702139,5.316839081575516,4.239059592089994,3.138000476866861,1.89521868614616,0.6643614394160546,-0.6792206569030746,-1.9079693721365467,-3.1419910514088767,-4.258007767999287,-5.323245632138226,-6.292265064563065,-7.221343739078138,-8.072653180851626,-8.910858261013969,-9.659686496547224,-10.429157120128409,-11.129098674158378,-11.819313080185205,-12.469020280848564,-13.115652048535752,-13.727418885896643,-14.352869030736048,-14.923847530598064,-15.530025560194288,-16.11878404681381,-16.715539455302093,-17.30924876346987,-17.926597654168827,-18.531416378130245,-19.19240546590291,-19.862416143900912,-20.66106725129132,-21.474353574620636,-22.650908061354976,-23.929354419736672
3,23.813961372393912,22.397257953691,21.247334059807095,20.44290633977326,19.651200955344486,18.998366601325436,18.314246193742356,17.715802592376388,17.095809297702967,16.520150191141504,15.913963313062599,15.335061078969906,14.7323133038195,14.15316851736304,13.522226214043547,12.92860334477464,12.268836721157756,11.627347074965357,10.92592983281851,10.227989573814536,9.474019794994959,8.730671544180618,7.893523901051349,7.060869350530407,6.116205371601978,5.169928186405622,4.106146766094691,3.029384224816161,1.813074988917105,0.6256767109175636,-0.6518233574801001,-1.8503329822879189,-3.038459594278015,-4.106419580049935,-5.1606820054002,-6.10967303014759,-7.034758153574321,-7.879299709506011,-8.709299791006757,-9.46957165439851,-10.219823978903989,-10.917807912170943,-11.61422126776619,-12.258258580589214,-12.909797101021484,-13.53417252160535,-14.136960335681488,-14.731906263166962,-15.343982184279154,-15.916768761087573,-16.51842993329672,-17.09434326365183,-17.723232314891895,-18.32714242225167,-18.99457802778717,-19.671234551622817,-20.458434845554187,-21.26890936352838,-22.436920103281903,-23.76473177883954
4,23.617901364175736,22.224129940882232,21.065841083669124,20.249188952593226,19.46761544176502,18.795500545954805,18.130301973366176,17.525467148065758,16.89853989641078,16.330783623855854,15.72279441696955,15.148805916419782,14.53533211696596,13.958320853103041,13.33695043609531,12.728159285696368,12.082568784217997,11.431656092311245,10.747318028211705,10.055811284711446,9.305100870301873,8.54420270538808,7.728387165394636,6.892122247855176,5.959278909804892,5.037131577312633,3.981941335811855,2.923912947912611,1.7634419761273663,0.6051791173182072,-0.6337246405583383,-1.7806455127801268,-2.9406505382944443,-3.9945319357361067,-5.023768660196797,-5.9607279587966495,-6.879767891910113,-7.714400235216794,-8.540047534721813,-9.291676878927069,-10.040601064449959,-10.732799791832678,-11.430553400328781,-12.073316590623374,-12.72316605983503,-13.322227084355918,-13.94779625588746,-14.54950247212605,-15.144774705148462,-15.717272053536778,-16.327925320403406,-16.907063517480555,-17.53707159553122,-18.128961222384252,-18.80896685601267,-19.46459892936164,-20.256638586425506,-21.086520146229805,-22.24946795987523,-23.584520639709655
5,23.477306596555913,22.02892750071802,20.89627498553296,20.075102025809805,19.27679727085914,18.6299150271535,17.94657704396079,17.347011200635748,16.73226856228128,16.149801354147495,15.538140993910334,14.977754107877026,14.36503776872454,13.784213613118581,13.154827368902529,12.561410710193785,11.910462263604682,11.270414957434607,10.57475542298971,9.891248687115693,9.134253860973091,8.385774694670854,7.561774422066134,6.736877425549919,5.827766121291206,4.901112319952898,3.8679348987098563,2.843786414745464,1.7127686620223623,0.5886932925039615,-0.6093789830155042,-1.7321088433428624,-2.8487681801619384,-3.886103024879638,-4.8792164646574365,-5.820649967526837,-6.731807685941602,-7.554173327332164,-8.372762208858608,-9.132070285074246,-9.866146417240031,-10.568570413232516,-11.257120795466543,-11.905140670416053,-12.555267507450868,-13.16399056964917,-13.77646732891416,-14.370668680710036,-14.976231692017564,-15.549652073296844,-16.150940644728642,-16.728096355951187,-17.356628860218095,-17.965350718673427,-18.62146001726314,-19.28723220387055,-20.080242302715575,-20.897484943702473,-22.06901242642565,-23.436245981252604
6,23.342059105663967,21.863958674901156,20.723987228758325,19.90007870405829,19.126062601498774,18.463048814513918,17.784861492699182,17.18300486696689,16.56858069375807,15.993559806765363,15.390101193043991,14.811784112029533,14.212878860987223,13.625039151437907,13.005384189843053,12.398182503845259,11.748442693239378,11.10822357611325,10.41907983148402,9.739086275900082,8.983730812013496,8.252971972364364,7.422295053253001,6.609748893895309,5.701241910645502,4.78379620149755,3.7929844223281,2.7648182373611676,1.6773531745947217,0.568479390278525,-0.5955652073672951,-1.6698613058579719,-2.7754804203101253,-3.7914088624097273,-4.79934846789483,-5.6880442441254155,-6.604289938502397,-7.416666445788168,-8.233734914354178,-8.979560156913092,-9.722249689301247,-10.411512387633946,-11.099993293422473,-11.740717946844509,-12.389257551871212,-12.99951177335547,-13.634512039366346,-14.214879946598519,-14.812147117385688,-15.389478737309151,-15.984361019916163,-16.572161724173412,-17.19650814461543,-17.799250698496405,-18.4555074845554,-19.115816478805197,-19.913921991894355,-20.742985930975212,-21.912570340947298,-23.303520184788596
7,23.193589806861286,21.711627299120526,20.573939104231197,19.766626667820493,18.968763550692955,18.31791017603268,17.638996851359035,17.038458806532198,16.424811261187216,15.838132997409252,15.239967011447474,14.669505487876288,14.072620096108706,13.49443014055446,12.863722360373195,12.25788313096657,11.615055714856734,10.985823379591906,10.289723963978378,9.595215848473591,8.867488607619102,8.112456655984426,7.307478633560119,6.484347619127391,5.590373732785015,4.686785597462338,3.7025705883926157,2.700126230125804,1.6230357037351082,0.5424413852298238,-0.573170230945901,-1.6345850246402822,-2.714763336666598,-3.7168013361150187,-4.700003580801787,-5.58085993759344,-6.466518338432883,-7.294153018319474,-8.103599748071902,-8.849693185485675,-9.586310359784328,-10.282862881544,-10.955732858657214,-11.605246182543544,-12.249029168190983,-12.869842610770664,-13.480181646931038,-14.069792688791955,-14.668244973100528,-15.246931846321711,-15.845392986513277,-16.424651341740862,-17.04155524204857,-17.644682449776447,-18.318379099042037,-18.98247954199619,-19.77633147117001,-20.57648813048648,-21.758093259283033,-23.15753193365141
8,23.085076418677392,21.5942922813923,20.451721394361748,19.630199657054117,18.8370461101154,18.17882033030409,17.506153007624132,16.913036733449765,16.28656785128654,15.7097296600988,15.113856771206294,14.533290766510161,13.938093256922878,13.352439651439926,12.734655871297615,12.126944815066299,11.4878056645407,10.839315474617997,10.169500050902045,9.474134062507016,8.741889735397438,8.007516748177856,7.195763709183785,6.377932779854695,5.498882442424634,4.601302695005827,3.6175917094461805,2.6429466212822583,1.590681962273646,0.5383035791085699,-0.5685035458263464,-1.604559785345533,-2.651988770997776,-3.640045565644331,-4.6007478175362735,-5.494286054025965,-6.373579863252743,-7.17780052823419,-7.978101033293865,-8.722920481729478,-9.460185355108996,-10.15241216675742,-10.838591931146725,-11.476797523385628,-12.120536630571081,-12.73767914217389,-13.357459659600044,-13.940540315779646,-14.534121416750303,-15.120301778215786,-15.711525192761195,-16.28895662494235,-16.904393454532293,-17.51548718003533,-18.182655538051943,-18.84562227305079,-19.630833952411862,-20.45376767491881,-21.630243241594016,-23.060847313896655
9,22.98511660124613,21.472195770708996,20.321512990025436,19.507957130459303,18.71605408538566,18.062753666283697,17.399805805246817,16.794089187470995,16.176618149914635,15.602396868843858,14.99157217704366,14.423908268304999,13.8192707718257,13.243301590412239,12.616150543613971,12.01882580043423,11.375939472954764,10.737427863554363,10.059044321627605,9.36763426129583,8.641893526324209,7.905547141406912,7.103267414214148,6.295873488105616,5.4168080696321805,4.521849250878429,3.5598444074604685,2.5974457476195787,1.563721930572216,0.544172552044678,-0.5465724061039462,-1.576205654430898,-2.611233357359287,-3.5648589848026435,-4.521615938401534,-5.413001774984063,-6.2974971970773135,-7.096976516835694,-7.893979664015257,-8.62906513785533,-9.371818571684722,-10.052328983057084,-10.725991354311514,-11.368422896666491,-12.008153163457091,-12.619465012166453,-13.236919066777258,-13.823855418201566,-14.415483737801416,-14.990978434788495,-15.597449655526667,-16.171489101058036,-16.798889279510178,-17.396477943795592,-18.060866816695263,-18.73053161976679,-19.512186129418204,-20.34293105207088,-21.50802509579442,-22.958728890470027
