,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,24.722758788530697,23.523012686607693,22.50097865974791,21.80451195838356,21.128773137055774,20.573141284127964,20.019102214071086,19.51606705464299,19.01507923758363,18.557809603790524,18.089876370062044,17.64703357145347,17.19382661163039,16.75454555414145,16.303570007677813,15.871073796930132,15.421581996586248,14.988931272448102,14.52593052735751,14.070505879271638,13.591915011232278,13.131554112448116,12.631753955038294,12.140552777401167,11.615688737140816,11.095312275678559,10.539201188967112,9.988698879465321,9.380829276169953,8.781570877298915,8.119954783178077,7.460444397771239,6.732469233078206,5.995425065755171,5.190561788508207,4.3707873024686315,3.449050336994345,2.532987246894364,1.5203629202905191,0.5206404451281726,-0.54640915986549,-1.5441524621475633,-2.545950922720505,-3.4578003427976425,-4.359899975049083,-5.184490863496859,-5.9904286832660105,-6.7301812165072095,-7.449324945062703,-8.113154640951524,-8.76999711690988,-9.376659994869058,-9.972077343426244,-10.540073102260408,-11.088920220327747,-11.61266329050857,-12.136921656121444,-12.62689676955047,-13.11936247610576,-13.590828666688283,-14.068757949430562,-14.51629711899843,-14.980301410149837,-15.427316168212137,-15.86725675789333,-16.307458944594284,-16.75616564129584,-17.192557199200333,-17.65000761873914,-18.09243378392019,-18.560773863766393,-19.018899166690318,-19.527474259938856,-20.015538902799324,-20.57428762246763,-21.136871686281,-21.81762262128584,-22.52306857054989,-23.55324413662619,-24.67534355189599
1,24.4923445411855,23.267009962665625,22.263661164152097,21.556978637128474,20.882511610032516,20.33979802901891,19.771660073434802,19.281448700121768,18.78266484537422,18.319121946928288,17.849376801358165,17.40938199518923,16.953185325308784,16.519322041172444,16.06842687399483,15.63842739841471,15.183176748314894,14.747388399166542,14.284475994369359,13.827340496045274,13.353444745982557,12.890022963713177,12.395838002346306,11.900586897362981,11.379183557836866,10.863761627989632,10.308876623225585,9.755367855923176,9.154780059817746,8.557100621120576,7.912134411178087,7.253041282507658,6.5395111066517195,5.8106958375390025,5.014968203835134,4.203160145320238,3.3255975988941717,2.4302762022103512,1.4555805176002756,0.48566383675298114,-0.5142726933872993,-1.4720864956012618,-2.442316306067177,-3.338338701630726,-4.207757014753858,-5.017360916957809,-5.7930213549390235,-6.53031729425616,-7.2360321175382545,-7.907328862737161,-8.551165908421547,-9.141753625637614,-9.745030575257948,-10.309621724470167,-10.850248763733125,-11.382364278163278,-11.897363968627658,-12.387467731377797,-12.882060432281186,-13.359358716081823,-13.824299279521618,-14.280614486095706,-14.739449973371913,-15.180868116560704,-15.633131752453416,-16.06923854456891,-16.517246127519297,-16.961222320732123,-17.411646790215872,-17.851613380808637,-18.319460978279864,-18.777121109411738,-19.283064033044994,-19.78402883240104,-20.34270081376147,-20.893365862919673,-21.570354830656168,-22.276509262853104,-23.303684433245365,-24.44240527218505
2,24.277222664989676,23.044480574746917,22.039263575022893,21.334190490500717,20.669989496413855,20.104795645813457,19.547669394573553,19.05746241168302,18.558072901589313,18.099928200362484,17.62893987340126,17.18866616869037,16.728995686938244,16.295767463149442,15.846727342335392,15.418437158687428,14.955181878421728,14.520281954628267,14.056192447799056,13.600865753400305,13.136807050668601,12.66484673738826,12.16536729018203,11.679464926735607,11.16866984566619,10.645764092718776,10.092795424035055,9.535113098849415,8.947982027708479,8.346773345439116,7.704216711091504,7.060271650485257,6.350359643539828,5.626061956206494,4.857933752082489,4.064668930785336,3.2168345007779062,2.3416627258327223,1.4071470436194322,0.47064692756880344,-0.4906182580465015,-1.418888078536357,-2.3418276018094217,-3.2199881519146927,-4.0679957542303224,-4.853733818394591,-5.627393435530126,-6.342676906834206,-7.0473265305969015,-7.698649942852084,-8.338292701412053,-8.937990766120974,-9.529558816215808,-10.082508215957722,-10.636584763845535,-11.16202091763222,-11.669710429478302,-12.16434452836674,-12.661534091967262,-13.131958698086782,-13.60487123998924,-14.05855645198351,-14.517744072920248,-14.960269972666632,-15.418282291765134,-15.848972208709894,-16.292459402206426,-16.733094581537966,-17.19073515688432,-17.62307933617232,-18.106379354884595,-18.568063130355327,-19.063215174366746,-19.55646206269931,-20.106753197459536,-20.67455643431728,-21.34208755421875,-22.051564293650017,-23.07710945584902,-24.238660984138395
3,24.10843346943382,22.84083807018433,21.823980284792462,21.121951592503095,20.46262221536959,19.899582281559503,19.346535810429025,18.856759885535347,18.3520012442561,17.89036609256826,17.42293083798951,16.974180813688257,16.521272448933356,16.092618545601404,15.635496590919862,15.203032057346201,14.75315410143838,14.314904755401423,13.854813548806671,13.401018516979628,12.92536857075987,12.462855894234666,11.962479315031473,11.475470894599072,10.964958455658685,10.442473346208393,9.889731789530451,9.34086719671914,8.751994649734133,8.159452793286881,7.518356859530442,6.876544803275219,6.178987532201527,5.470707318406754,4.713512056942047,3.9298596707341873,3.0982752746416,2.258885201491232,1.347381318669335,0.4521087032631232,-0.48088855523241386,-1.3697171777808146,-2.2609320356240725,-3.11437034941428,-3.940840042850605,-4.71284632327376,-5.467707458273641,-6.179139256047949,-6.864798972650759,-7.5067586022947905,-8.142120322383793,-8.74624703898191,-9.336658170213155,-9.881746936341882,-10.430939341699887,-10.953929877852477,-11.468481499686714,-11.959316310321482,-12.455946565832857,-12.921125387243718,-13.399998876052196,-13.846853786750195,-14.313723664216166,-14.749357085811733,-15.202877704097816,-15.637676001400862,-16.08755165830649,-16.52065487607923,-16.985188226716723,-17.425347653714656,-17.8879008009186,-18.356964637051114,-18.85465616153324,-19.346986606431003,-19.903884795192365,-20.467351608546785,-21.140616192252086,-21.838167465210752,-22.87081297100436,-24.065683813634454
4,23.917940001027542,22.64329166568267,21.64259842328852,20.934523662737252,20.26488272281577,19.714266340376057,19.1541305342248,18.65806147677371,18.161832132248385,17.698132729320037,17.22684899951224,16.785428432914934,16.337335126580502,15.899420256327327,15.446996790293124,15.016452905286222,14.564409415296632,14.125744287354326,13.665514925955387,13.213898243462662,12.738154573064556,12.266922585482343,11.783675463605839,11.286131192844927,10.771926311072265,10.25093741237659,9.713888785378387,9.15499159520281,8.571886080279885,7.97874892251719,7.348431038251094,6.717322495418323,6.0230603723574925,5.325171042669247,4.579120786670523,3.8128294021204625,3.0034430907000584,2.1836994831819343,1.3091191535681568,0.44689838465808807,-0.46051836773000976,-1.3298012047719832,-2.1985691088772974,-3.008846404386116,-3.8192630030584986,-4.576802590210795,-5.3176840792602755,-6.018105101790199,-6.708545537043998,-7.342427263414991,-7.976937091587111,-8.563191481523091,-9.144628181528,-9.70476418622635,-10.247030785956014,-10.760528413550476,-11.28077953430568,-11.777857952101023,-12.26434528997097,-12.730937044802895,-13.207350038759724,-13.658472039790443,-14.125830938603176,-14.564324143595623,-15.014616276990637,-15.447421673908618,-15.90181125208293,-16.333185623580192,-16.79610422213854,-17.234346943260118,-17.6999764674904,-18.16276218331924,-18.660210386148137,-19.15392313618659,-19.707919673719267,-20.278895494184837,-20.944677776429735,-21.65662144843065,-22.67592813937986,-23.882126762937073
5,23.756687915390067,22.47440887465703,21.468410049854313,20.75948216194071,20.089205154285583,19.529681384787157,18.972096062830687,18.48473448598473,17.98283992101613,17.52467450237715,17.0598109232984,16.605014982428095,16.16030217487343,15.725813310325133,15.272980901765955,14.840118940512909,14.391486662519533,13.94968559050124,13.489789599434026,13.039264821208334,12.566626091213402,12.092839347422123,11.606724536322604,11.1173561189289,10.597941144239826,10.080740733185626,9.540330065287225,8.98997861564283,8.407962018712166,7.827722795664279,7.190658836937484,6.560060000679496,5.881328521648741,5.200109173318824,4.4613236740658655,3.719279312432115,2.919025872597186,2.1206930275960163,1.2639521117476,0.421739144883395,-0.44705554840223877,-1.2852461439613572,-2.133348936305194,-2.92617125525582,-3.7201574215001383,-4.460235550723202,-5.195340599684238,-5.8786469539303035,-6.559906644940988,-7.1827918067749135,-7.815167128674609,-8.393598583519804,-8.984254935322829,-9.533914264944531,-10.083322190677752,-10.599191330009159,-11.10809777685352,-11.604021845245867,-12.090874783516485,-12.552662321134175,-13.03067391264656,-13.484715003361757,-13.940605155377495,-14.385336516659816,-14.837053746179034,-15.273306175995268,-15.727156692665762,-16.161218239640483,-16.618391384782687,-17.060999432792205,-17.52681336274704,-17.99267640208598,-18.486036382826754,-18.97668077488113,-19.529285448623117,-20.09235239582729,-20.764092491366615,-21.475700441898958,-22.507748332764933,-23.71803124315221
6,23.61649744932782,22.314578447345088,21.30102381037104,20.591228709892157,19.926514693359564,19.37087168962713,18.8150640579537,18.32200973294557,17.822479558360616,17.362422610521342,16.89411338244924,16.452768486823768,15.997836123335787,15.560874522956317,15.111624177651924,14.676178675854732,14.227976370881908,13.79455523994655,13.31811667508903,12.878377097063156,12.407136320163158,11.938352504503476,11.44432076856975,10.948478211217587,10.443533959426276,9.934187747305975,9.392341111487712,8.846042686700967,8.256665235987043,7.6772330176051256,7.059485039706098,6.4264806618766155,5.756588448738079,5.079448048760653,4.34645405463006,3.627178944228086,2.836402005030564,2.059435255928372,1.2302486367504697,0.4150013747394533,-0.4325052050898093,-1.2490650969232393,-2.0666306236462306,-2.8476719049806705,-3.6294129901522814,-4.353581865208494,-5.078208980832818,-5.745028021305072,-6.421328757047322,-7.045810049760068,-7.667082351071688,-8.256780449211046,-8.831327670229408,-9.377201704162285,-9.919912445625743,-10.438995350805317,-10.954097234195475,-11.44309861221122,-11.935753656350167,-12.40611599383746,-12.875841242914737,-13.326452401990986,-13.782913454161296,-14.225552838658603,-14.676613795015585,-15.118002149461427,-15.556232971847908,-15.991221097834046,-16.450902263757087,-16.89334559049272,-17.361272941644316,-17.82265837017152,-18.327248143412497,-18.818140004729194,-19.37515154681325,-19.92522852724987,-20.598030478267958,-21.31861116866787,-22.34201314044161,-23.59508445433871
7,23.489446119336513,22.17073110097218,21.139093580131387,20.44627724482267,19.777895706179635,19.209235003481044,18.655624563119083,18.165461708921267,17.669653756010717,17.21391169245859,16.74236495171179,16.300629585718504,15.850461306137626,15.408868424225236,14.963234942976419,14.53440657640958,14.086409745895994,13.64240021141593,13.179108724903307,12.731040679581607,12.263137563481626,11.79929368315954,11.309825428035477,10.819713047265017,10.303758450069191,9.79169218761491,9.252604106929999,8.713747635709765,8.13041482992069,7.5454758217083,6.933162760403234,6.311993815807177,5.645134377941575,4.973851595190064,4.2580929969319135,3.547626634597699,2.7717127698228423,2.0140785379023103,1.2010696679296153,0.400641368616609,-0.4246085398936196,-1.2246299913744068,-2.021417148981973,-2.786070477291731,-3.5424199739505307,-4.257678890041045,-4.976251359659737,-5.6462760964397445,-6.296204929896593,-6.930538955755128,-7.5421883484493275,-8.126955661465402,-8.69493691921824,-9.241440793807143,-9.78130829757727,-10.29882358224822,-10.81768318554165,-11.305859402042637,-11.796262563570137,-12.25728136870272,-12.727324211478013,-13.17731432621038,-13.636837748963057,-14.07840769370116,-14.530314273897286,-14.955476117389859,-15.42067637976877,-15.847727182467462,-16.301468251927673,-16.739609904674527,-17.212442288066935,-17.67647488582934,-18.163327311073708,-18.668201033471608,-19.21402437894018,-19.777728151040492,-20.449390240772935,-21.16218916651852,-22.19452629947728,-23.460986571326817
8,23.362538319172206,22.037147425639198,21.011176578145445,20.313661120844017,19.631172467995793,19.081038145870828,18.52479340892803,18.039162944314736,17.53463422005354,17.07598509400279,16.611246361094533,16.171763777659923,15.721266409523382,15.279683810848248,14.834421702284649,14.404198261898006,13.9583002343958,13.515701224991552,13.056335298384997,12.6079783933069,12.135529811238621,11.669502334640821,11.183969432537744,10.69745994975905,10.181613616309386,9.671721633989453,9.13061421180829,8.592203478716016,8.017544212682239,7.43805393514065,6.828092472555642,6.210482781544958,5.549547330546127,4.891814750908307,4.182225509882325,3.46973050779994,2.7076350236988134,1.959507380654947,1.1672305842963238,0.3900459332268886,-0.4231663649550212,-1.1923169356857841,-1.974955322526734,-2.7232898233737783,-3.468635131579211,-4.179046992570961,-4.88026184014976,-5.544044990381643,-6.204578137272951,-6.827480232063417,-7.430766795078517,-8.012394929972857,-8.578457313871493,-9.115785419218689,-9.664161760460328,-10.173286650739307,-10.68389973089251,-11.177940879133159,-11.667367183308137,-12.13374669689642,-12.596063292813088,-13.049974838330638,-13.510235425571919,-13.955819308843145,-14.404389396849366,-14.838660494510702,-15.289145737234307,-15.716671787263165,-16.17113863389035,-16.614768279274166,-17.08339074842427,-17.537920229581125,-18.036138352440247,-18.527979049805104,-19.081693127181655,-19.63858328477766,-20.303463030661458,-21.026894917385675,-22.068877403468147,-23.33933962284447
9,23.263050141950202,21.92450497980738,20.889767858740584,20.179941952277126,19.515154185767543,18.957141427568505,18.40216426803556,17.91194565093962,17.416590559473946,16.960568133142214,16.489330993663,16.054646958141063,15.599781728509544,15.163731676405213,14.714363345394023,14.286832440009498,13.840059596268745,13.396462713237606,12.940130184284051,12.49250644082227,12.01835374971289,11.557382572912148,11.066145423266326,10.58107630716352,10.072277117367529,9.563607370273598,9.026886294248612,8.486212124221227,7.910136979322208,7.33710041627711,6.722819776326563,6.114677433534722,5.473704502657812,4.808234349134792,4.104768166628989,3.4122764575078532,2.671327969806849,1.9155855506285535,1.1488476543298438,0.38352069153301294,-0.40690684799112165,-1.1691953495932645,-1.939566067903666,-2.6699737370473087,-3.411504254370638,-4.107755858391513,-4.802760948999304,-5.467189439581842,-6.102689882309677,-6.722159553016115,-7.331869499623625,-7.904643580525459,-8.475769649149663,-9.016255564038849,-9.552214317556043,-10.063491834123822,-10.580257138282096,-11.062845763838633,-11.553053677746549,-12.015174998271895,-12.486110421964533,-12.934421451460587,-13.389058543000765,-13.834476309332072,-14.284178626653297,-14.718003861469121,-15.161297477712655,-15.607094912911556,-16.053233657866592,-16.49216373553941,-16.957655180095735,-17.411514854803645,-17.91387470918168,-18.409580083164222,-18.96901983677531,-19.522164253119435,-20.188971450897235,-20.906602484432604,-21.932907049016052,-23.24600927976841
