,0,1
0,0.38539816339744826,0.5273828289777698
1,0.4103981633974483,0.5672173077387895
2,0.43539816339744825,0.60903155241732
3,0.46039816339744827,0.6516334105483167
4,0.48539816339744823,0.6962660586747299
5,0.5103981633974483,0.7413327685025088
6,0.5353981633974483,0.7874376242465858
7,0.5603981633974482,0.8314025880786944
8,0.5853981633974482,0.8771870665674247
9,0.6103981633974482,0.9209787067352377
10,0.6353981633974483,0.9590950269004692
11,0.6603981633974483,0.9975745936445196
12,0.6853981633974482,1.0309100569523335
13,0.7103981633974482,1.0568919118369227
14,0.7353981633974482,1.0785091869499692
15,0.7603981633974481,1.0948766770935285
16,0.7853981633974483,1.1010199412483122
17,0.8103981633974482,1.1004094328649612
18,0.8353981633974482,1.0934035253489758
19,0.8603981633974482,1.0799117913680132
20,0.8853981633974481,1.058259904415411
21,0.9103981633974482,1.0361760192549805
22,0.9353981633974482,1.0053283173098873
23,0.9603981633974482,0.9687539778057354
24,0.9853981633974482,0.9320865716126868
25,1.0103981633974484,0.8926592947243945
26,1.0353981633974483,0.8508633144678164
27,1.0603981633974482,0.8107891604906406
28,1.085398163397448,0.7665640214292461
29,1.1103981633974482,0.7236289679976277
30,1.1353981633974481,0.680757130475141
31,1.1603981633974483,0.6393402959201835
32,1.1853981633974482,0.5992100701781934
