,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,23.929862874594424,22.319544420582915,20.915862841246945,19.899586719357252,18.866584152679835,18.005084286326007,17.07436374665496,16.224024708578327,15.323464761949156,14.44459524993576,13.486361048150533,12.542539209781756,11.49845934353783,10.447173886453816,9.222579574014127,7.992055339149928,6.518927814457301,4.993885867155873,3.120358708561623,1.1420824790260566,-1.1757293341843178,-3.1426645632824237,-4.999860280331417,-6.500989528997941,-7.9898971363388425,-9.209709659109482,-10.432701776350989,-11.490805931461077,-12.537284903387068,-13.478942684610347,-14.438523271363376,-15.309143939867138,-16.21916304000835,-17.08141759485582,-17.995475151645813,-18.883572313879014,-19.9190367604239,-20.92238463794789,-22.364689946302818,-23.87540457788483
1,23.689567641004075,22.09087483081868,20.65962007814355,19.661276657102736,18.635204235540854,17.766957018501984,16.837840694722424,15.990659625606678,15.080229435091272,14.21778903630557,13.243150121263053,12.320587917888787,11.266843502770358,10.20252294046477,8.99748063580682,7.775979361104396,6.3442469414382225,4.816905164512387,3.009566917912812,1.089577010236211,-1.1118332303803833,-3.014090201008314,-4.8253166689425475,-6.325812048200415,-7.770000099154284,-9.000825282695434,-10.187093707352469,-11.254292110262961,-12.317636139028071,-13.234683658832777,-14.210031973143789,-15.066442292975209,-15.983597110170969,-16.849359212140133,-17.768041782358235,-18.652209562266616,-19.679811039318977,-20.69376219176346,-22.12317415614596,-23.628867299473185
2,23.504285542416262,21.855346412757612,20.437368111081497,19.426674730930724,18.422528612259605,17.550838505692155,16.617298741944303,15.784238153777356,14.8555217966698,13.979665307350562,13.018942184931396,12.094471608261427,11.035800102485869,9.993047348937788,8.788316240070483,7.559130215908366,6.14308851308954,4.673763468330789,2.8950560949027855,1.0676188960349666,-1.0565647187464247,-2.918641700467442,-4.662192130806523,-6.129923047394533,-7.553101341458969,-8.789655893503996,-9.97863907651638,-11.042331175939111,-12.085963819857218,-13.032337375660514,-13.974153651302014,-14.858392805414985,-15.76217471976602,-16.62085720092449,-17.54552986221573,-18.426354988678263,-19.45168336376049,-20.464141295538095,-21.907690449667854,-23.442671970816733
3,23.301141135979876,21.64221394021209,20.262333364952894,19.23975197351822,18.215593132266743,17.356383082871563,16.42253406163073,15.560493757090097,14.659258481543633,13.789083212860344,12.817338486463477,11.891469669926359,10.83693225693572,9.796086703806777,8.595888366773154,7.4073990295050285,5.98512867321409,4.5249256214489115,2.777917143345438,0.9816906822027938,-1.0345268836965946,-2.8251521492783693,-4.505726782818973,-5.978499062554264,-7.385779736429949,-8.587259354671428,-9.774436885964079,-10.834564628077555,-11.864162528174187,-12.835318125166484,-13.764141946081406,-14.653178475584317,-15.556785546633384,-16.4034932313316,-17.34890762781051,-18.243009479252933,-19.24187273692805,-20.259580829705815,-21.704265821292616,-23.262900944826807
4,23.149943717738605,21.46656769643016,20.05979473859903,19.05333138712065,18.029047725621876,17.14672022697867,16.21993925601926,15.386380012249298,14.469374172981963,13.598327205959489,12.64177631559512,11.709846106355759,10.664515842109362,9.59872452251371,8.431029754176128,7.228114786523482,5.8300561082453655,4.391981025612312,2.7124652503058453,0.9713254010058879,-0.9891865752766528,-2.7236502331559764,-4.3989294747012595,-5.818085422965901,-7.200721399580246,-8.427396976053545,-9.610040802956547,-10.658788652935364,-11.690613432034219,-12.627223485985475,-13.582995493438025,-14.463569373378666,-15.364681458443396,-16.233557236300335,-17.171429780937466,-18.034690352884216,-19.0774227390133,-20.07368769061907,-21.510031427784163,-23.10255924362375
5,22.977250988713763,21.28973490774581,19.901193564981302,18.868610584773617,17.8513672957371,16.983960557538076,16.049624277862655,15.21477217641839,14.303621411939295,13.429697042649883,12.486247032621458,11.5428902200655,10.495257303909355,9.458239200090238,8.283967890411354,7.078148883904018,5.69915997154426,4.271243983613326,2.6260939300873947,0.9244521769458434,-0.9610604787631503,-2.65085334729988,-4.252878314728491,-5.698545610549297,-7.047216303259832,-8.266883809453315,-9.434579556587174,-10.500954586082468,-11.524518909571624,-12.480176235054397,-13.418169992747922,-14.307698030761788,-15.20331756200106,-16.06556336795287,-16.98644211153914,-17.875434605153128,-18.893240154064497,-19.913674348687195,-21.3199906440184,-22.934335434184387
6,22.85672337318145,21.129654949198162,19.73993592769034,18.727529451680564,17.700405764850665,16.818786228605155,15.913617089313393,15.058266154066718,14.151293621573965,13.283936983071863,12.336207498070456,11.399838572170493,10.346896326155102,9.294624441955335,8.135786271727945,6.950616031794242,5.594492496926473,4.155365347739486,2.565736408379466,0.885781033673801,-0.9254933504319185,-2.56213633425004,-4.182075817417397,-5.578887316689152,-6.923459070287597,-8.135976597959107,-9.28664224601145,-10.348094298916578,-11.384458062966504,-12.313518376813027,-13.26400614845514,-14.145684936097675,-15.05128748333011,-15.908443626324352,-16.842242823148602,-17.715509027850477,-18.72580637518823,-19.761193075565544,-21.171162819845925,-22.81941618243603
7,22.744846851694074,21.0079446471783,19.61350521765724,18.586774404749587,17.559143974728688,16.6840198847147,15.7748966229584,14.912203454926862,14.008060608695706,13.130918294088895,12.177920264832867,11.270927164561368,10.201271995745305,9.179811323266977,8.005484908235465,6.834062458779411,5.478501172797308,4.082219985940604,2.474867995021599,0.883232600820026,-0.9071862616975108,-2.486112665443267,-4.0774008751061315,-5.481174193419768,-6.805381707161245,-8.011670675446325,-9.159484595789214,-10.200299494656905,-11.227195902528056,-12.186513501736382,-13.136177867894652,-14.01047592004339,-14.908705336165585,-15.77227699955833,-16.690982093682944,-17.58315009610328,-18.606922176650478,-19.6096311704553,-21.035583291228725,-22.714289007163792
8,22.6418724359834,20.89389057673944,19.457269566647103,18.45531613750513,17.428902355004873,16.555605801500487,15.640226413388314,14.795882958964015,13.88597562295238,13.009353878524992,12.058174962031135,11.118005821242372,10.092493146409293,9.074512655620719,7.892956339064095,6.727103490977697,5.381834914681202,3.992910095823964,2.421431304528057,0.8163990207337085,-0.8872766191001458,-2.4337275951094717,-3.9927844969261375,-5.371614294934398,-6.7099631020027095,-7.888567492920364,-9.032904995461818,-10.082295693130039,-11.110512480426074,-12.05877362890623,-12.99834990135139,-13.879940906933612,-14.775832006579485,-15.63752071336125,-16.546946723642037,-17.44191839567436,-18.45532708007768,-19.491128749999245,-20.939694581007164,-22.60503797985662
9,22.549567384055372,20.77801439791439,19.36190890693998,18.322826854834627,17.328036775679845,16.432007409398793,15.533035526271672,14.677873135324438,13.759993295273365,12.887364683485407,11.945978768065775,11.021910310624259,9.98199700380046,8.966592933096146,7.801852719834616,6.611804056135418,5.299153082496368,3.925667012393567,2.369008435705897,0.826219182186075,-0.8738074347353717,-2.3941054543389897,-3.932914435218453,-5.2926143974531685,-6.604303404611539,-7.781334561696418,-8.930668412826236,-9.973100587057885,-11.005202104601787,-11.950709274397951,-12.870947671583766,-13.761459018642423,-14.669008753721988,-15.52634402491169,-16.439452095716067,-17.3217207560368,-18.34608067455673,-19.38064218730792,-20.818792052876383,-22.50760536263227
